Book#,title,short_description,page
2963,Buy Me Some Peanuts and Chardonnay,"The Story of How Athletes On Wine Bottles Raised $1,000,000 for Charity",88
2964,Buy the Perfect Boat!,Time Saving Tips For Getting the Right Boat,85
2965,Buying a Motorboat,New or Second-Hand,144
2966,Buying a Yacht,New or Second-Hand,144
2967,Buying and Selling a Horse,Storey's Country Wisdom Bulletin A-122,32
2968,Buzzerbeater Online - Ausgabe 06/13,,46
2969,By George,Hilarious Tales From England's Most Fantical Football Supporters,278
2970,By The Balls,,0
2971,By the Sword,"A History of Gladiators, Musketeers, Samurai, Swashbucklers, and Olympic Champions",0
2972,Byrne's Treasury of Trick Shots in Pool and Billiards,,320
2973,BYU Sports: Outside of the Game,,30
2974,"Byways, Boots and Blisters",A History of Walkers and Walking,240
2975,C.B. Fry,An English Hero,512
2976,C.H.A.O.S.,Championship Hitmen Achieving Organized Shutouts,148
2977,C.L.R. James and the Study of Culture,,183
2978,C.T. Studd,Cricketer and Pioneer,244
2979,CÃ³mo el fÃºtbol explica el mundo,Una sÃ­ntesis detallada del libro de Franklin Foer en sÃ³lo 25 pÃ¡ginas,31
2980,Cabo Trafalgar in the Moonlight,Pen & Sail: My Life with Dudley Pope,274
2981,Cactus Baseball,,2
2982,Cactus League,Spring Training,128
2983,Caddie Confidential,Inside Stories From the Caddies of the PGA Tour,193
2984,Caddy Daze,,245
2985,Caddy for Life,The Bruce Edwards Story,320
2986,Cadel Evans,Close to Flying,272
2987,Cage Rat,,224
2988,Caillou Makes a Snowman,,0
2989,Caillou Makes a Snowman,,24
2990,Cairngorm John,A Life in Mountain Rescue,320
2991,Cal,Tribute to an American Hero,97
2992,"Cal Ripken, Jr.",Endurance,32
2993,Calcio 70,,2495
2994,Calcio criminale,,290
2995,Caleb's List,Climbing the Scottish Mountains Visible from Arthur's Seat,224
2996,Calico Bush,,224
2997,California: The Baseball Capital of the World,"From the Majors, College, High School and More, the State Has No Equal",150
2998,Call Me Coach,A Life in College Football,208
2999,Call of the Mild,Learning to Hunt My Own Dinner,0
3000,Called Again,A Story of Love and Triumph,0
3001,Called Out but Safe,A Baseball Umpire's Journey,240
3002,Called to Coach,"Reflections on Life, Faith, and Football",288
3003,Calling The Horses,A Racing Autobiography,0
3004,Cally on the Ball,50 Short Tales from the Man Who's Had a Marathon Love Affair with Liverpool FC,216
3005,Camp 4,Recollections of a Yosemite Rockclimber,256
3006,Camp Life in the Woods and the Tricks of Trapping and Trap Making,,375
3007,Camp Sights,,193
3008,Camp Six,The 1933 Everest Expedition,300
3009,Camp Waterfront Management,,175
3010,"Campeonatos Regionais de Futebol em Lisboa, de 1921 a 1934",,155
3011,Campeones de la Copa del Rey 2013,Atl??tico de Madrid,47
3012,Camper's Guide to Outdoor Cooking,Everything from Fires to Fixin's,192
3013,Campfire Cuisine,Gourmet Recipes for the Great Outdoors,0
3014,Campfire Lies Canada Guide,,311
3015,Campfire Stories,Things That Go Bump In The Night,240
3016,Campfire Tales,"Ghoulies, Ghosties, And Long-Leggety Beasties",224
3017,Campfires and Loon Calls,Travels in the Boundary Waters,272
3018,CampFires in the Canadian Rockies,,350
3019,Camping,,194
3020,Camping Alaska,A Guide To Nearly 300 Of The State's Best Campgrounds,336
3021,Camping Arizona,A Comprehensive Guide to Public Tent and RV Campgrounds,176
3022,Camping Colorado,A Comprehensive Guide to Hundreds of Campgrounds,288
3023,Camping Essentials,,81
3024,Camping Florida,A Comprehensive Guide to Hundreds of Campgrounds,224
3025,Camping For Dummies,,384
3026,Camping Illinois,A Comprehensive Guide to the State's Best Campgrounds,168
3027,Camping in Comfort,,192
3028,Camping Kentucky,A Comprehensive Guide to Public Tent and RV Campgrounds,192
3029,Camping Michigan,A Comprehensive Guide to Public Tent and RV Campgrounds,264
3030,Camping New Mexico,A Comprehensive Guide to Public Tent and RV Campgrounds,160
3031,Camping New York,A Comprehensive Guide to Public Tent and RV Campgrounds,168
3032,Camping North Carolina,A Comprehensive Guide to Public Tent and RV Campgrounds,256
3033,Camping Ohio,A Comprehensive Guide to Public Tent and RV Campgrounds,200
3034,Camping Oregon,A Comprehensive Guide to Public Tent and RV Campgrounds,464
3035,Camping Pennsylvania,A Comprehensive Guide to Public Tent and RV Campgrounds,176
3036,Camping South Carolina,A Comprehensive Guide to Public Tent and RV Campgrounds,224
3037,Camping Southern California,A Comprehensive Guide to Public Tent and RV Campgrounds,320
3038,Camping Texas,A Comprehensive Guide to More Than 200 Campgrounds,192
3039,Camping Utah,A Comprehensive Guide to Public Tent and RV Campgrounds,256
3040,Camping Washington,A Comprehensive Guide to Public Tent and RV Campgrounds,256
3041,Camping With Kids,Complete Guide to Car Tent and RV Camping,250
3042,Camping's Top Secrets,A Lexicon of Expert Camping Tips,224
3043,Campsteading,"Family, Place, and Experience at Squam Lake, New Hampshire",312
3044,Campy,The Two Lives of Roy Campanella,528
3045,Campy,The Two Lives of Roy Campanella,352
3046,Can Anyone Hear Me?,,352
3047,Can He Play? A Look At Baseball Scouts and Their Profession,,627
3048,Can I Get A Ruling,Golf Rules Revealed Through Others' Mistakes,220
3049,Can I Keep My Jersey?,"11 Teams, 5 Countries, and 4 Years in My Life as a Basketball Vagabond",0
3050,Can Squid Fly?,Answers to a Host of Fascinating Questions About the Sea and Sea Life,160
3051,"Can We Have Our Balls Back, Please?",How the British Invented Sport,480
3052,Can You Believe It?,30 Years of Insider Stories with the Boston Red Sox,288
3053,Can You Name that Team?,"A Guide to Professional Baseball, Football, Soccer, Hockey, and Basketball Teams and Leagues",239
3054,Canada's Other Game,Basketball from Naismith to Nash,296
3055,Candy Christmas's Christmas Collection GIFT,"Recipes, Stories, and Inspirations from Candy's House to Yours",0
3056,Canine Colorado,Where to Go and What to Do with Your Dog,272
3057,Canine Tracking Guide,Training the All-Purpose Tracker,120
3058,Canmore Sport Climbs,,64
3059,Cannibals and Big Game,"True Tales of Cannibals, Big-Game Hunting, and Exploration in Portuguese West Africa, 1917-1921",239
3060,Canning for Preppers,,21
3061,Canoe and Boat Building,A Complete Manual for Amateurs,128
3062,Canoe and Kayak Building the Light and Easy Way,"How to Build Tough, Super-Safe Boats in Kevlar, Carbon, or Fiberglass",256
3063,Canoe Country,,88
3064,Canoe Country,The Making of Canada,304
3065,Canoe Country Camping,Wilderness Skills for the Boundary Waters and Quetico,216
3066,Canoeing & Kayaking Georgia,,352
3067,Canoeing & Kayaking West Virginia,,352
3068,Canoeing a Continent,On the Trail of Alexander Mackenzie,312
3069,Canoeing and Kayaking Florida,,312
3070,Canoeing and Kayaking Houston Waterways,,184
3071,Canoeing and Kayaking New York,,320
3072,Canoeing Wild Rivers,The 30th Anniversary Guide to Expedition Canoeing in North America,360
3073,Can't Anybody Here Play This Game?,The Improbable Saga of the New York Mets' First Year,128
3074,Can't Get There from Here,,0
3075,Cantona,The Rebel Who Would Be King,0
3076,"Canvas Flying, Seagulls Crying",From Scottish Lochs to Celtic Shores,240
3077,Canyoneering,A Guide to Techniques for Wet and Dry Canyons,216
3078,Cape Horn to Starboard,,160
3079,Cape Schanck Adventure,,15
3080,Cape Summer and the Australians in England,,264
3081,Cape Town,Up Close and Personal,176
3082,Capello: Portrait Of A Winner,,0
3083,Capital Punishment,Hooligan Series - Book Three,165
3084,Capital Sporting Grounds,"A History of Stadium and Ballpark Construction in Washington, D.C.",297
3085,Capitalism and Leisure Theory (Routledge Revivals),,220
3086,Capitanes,,324
3087,Capoeira,The History of an Afro-Brazilian Martial Art,286
3088,Capoeira,Roots of the Dance-Fight-Game,376
3089,Capoeira,"KÃ¶rper, Flow und ErzÃ¤hlung im afro-brasilianischen Kampftanz",220
3090,Capoeira 100,An Illustrated Guide to the Essential Movements and Techniques,336
3091,Capoeira Conditioning,"How to Build Strength, Agility, and Cardiovascular Fitness Using Capoeira Movements",144
3092,Captain Crash and the Dallas Cowboys,From Sideline to Goal Line with Cliff Harris,208
3093,Captain for Life,My Story as a Hall of Fame Linebacker,250
3094,Captain for Life,My Story as a Hall of Fame Linebacker,320
3095,Captain Franz,,32
3096,Captain Phil Harris,"The Legendary Crab Fisherman, Our Hero, Our Dad",304
3097,Captain's Diary,,300
3098,Capturing the French River,"Images Along One of Canada's Most Famous Waterways, 1910-1927",0
3099,Card Games Properly Explained,,0
3100,Cardboard Gods,An All-American Tale Told Through Baseball Cards,243
3101,Cardiff City Greatest Games,The Bluebirds' Fifty Finest Matches,205
3102,Cardinals Glory,"For the Love of Dizzy, Ozzie, and the Man",256
3103,Cardio Core 4x4,"The 20-Minute, No-Gym Workout That Will Transform Your Body!",240
3104,Cardio Sucks! 15 Excellent Ways to Burn Fat Fast and Get In Shape,"The Build Healthy Muscle Series - The Simple Science of Burning Fat Fast and Getting In Shape
",0
3105,Cardus on Cricket,A selection from the cricket writings of Sir Neville Cardus,260
3106,"Care, Cleaning and Sportsmanship",,144
3107,Careers for Sports Nuts & Other Athletic Types,,170
3108,Careers in Serious Leisure,From Dabbler to Devotee in Search of Fulfilment,204
3109,Caribbean Passagemaking,A Cruiser's Guide,420
3110,Caribbean Sport Fishing,,138
3111,CARING FOR A HORSE OR PONY,,112
3112,"Carl Furillo, Brooklyn Dodgers All-Star",,211
3113,Carl Hubbell,A Biography of the Screwball King,221
3114,"Carl Runk's Coaching Lacrosse: Strategies, Drills, & Plays from an NCAA Tournament Winning Coach's Playbook",,288
3115,Carlisle vs. Army,"Jim Thorpe, Dwight Eisenhower, Pop Warner, and the Forgotten Story of Football's Greatest Battle",368
3116,Carlisle vs. Army,"Jim Thorpe, Dwight Eisenhower, Pop Warner, and the Forgotten Story of Football's Greatest Battle",0
3117,Carlo Ancelotti,The Beautiful Game of an Ordinary Genius,272
3118,Carlo Ancelotti,The Beautiful Game of an Ordinary Genius,0
3119,Carlos Paula,,12
3120,Carlos Valderrama,,32
3121,Carmelo Anthony,An Unauthorized Biography,70
3122,Carmelo Anthony HoopHandbook Signature Workout Program,,20
3123,Carolina Basketball,A Century of Excellence,288
3124,Carolina Whitewater,A Paddler's Guide to the Western Carolinas,224
3125,Carra: My Autobiography,,0
3126,Carrauntoohil & Macgillycuddy's Reeks â€“ A Walking Guide to Ireland's Highest Mountains,,140
3127,Carry the Rock,"Race, Football, and the Soul of an American City",280
3128,Carrying Jackie's Torch,The Players Who Integrated Baseball??And America,288
3129,Carrying Jackie's Torch,The Players Who Integrated BaseballAnd America,264
3130,Cartographies of Travel and Navigation,,383
3131,Cartridge Reloading in the Twenty-First Century,"Tools, Tips, and Comprehensive Information",192
3132,Cartridges of the World,A Complete and Illustrated Reference for Over 1500 Cartridges,688
3133,Cartridges of the World,"A Complete Illustrated Reference for More Than 1,500 Cartridges",568
3134,Carwyn,A Personal Memoir,166
3135,Cascade Alpine Guide Volume 1,Columbia River To Stevens Pass,350
3136,Cascade Alpine Guide Volume 2,Stevens Pass To Rainy Pass,350
3137,Cascadia Clash,Sounders versus Timbers,182
3138,Case Studies in Ecotourism,,282
3139,Casey Stengel,Baseball's Old Professor,242
3140,Casey Stoner: Pushing the Limits,,0
3141,Cash and Carry,"The Spectacular Rise and Hard Fall of C.C. Pyle, America's First Sports Agent",236
3142,Casting a Spell,The Bamboo Fly Rod and the American Pursuit of Perfection,244
3143,Casting Off,How a City Girl Found Happiness on the High Seas,352
3144,Casting Quiet Waters,Reflections on Life and Fishing,208
3145,Casual Cyclist's Guide,"Melbourne Routs, Rides, Rants and Raves About the City and the Bike",160
3146,Casuals,"Football, Fighting and Fashion, The Story of a Terrace Cult",302
3147,Catamarans,The Complete Guide for Cruising Sailors,304
3148,Catboats,From the Boards of the Benford Design Group,128
3149,"Catch a Fish, Throw a Ball, Fly a Kite",21 Timeless Skills Every Child Should Know (and Any Parent Can Teach!),288
3150,Catch a Star,Shining through Adversity to Become a Champion,0
3151,Catch and Release,Trout Fishing and the Meaning of Life,256
3152,"Catch It, Cook It in Southern Africa",,144
3153,Catch of the Day,200+ Easy Recipes for the Everyday Angler,240
3154,Catch Them Being Good,Everything You Need to Know to Successfully Coach Girls,240
3155,Catch This!,Going Deep with the NFL's Sharpest Weapon,0
3156,Catcher,The Evolution of an American Folk Hero,400
3157,Catcher: The Simplicity of Catching,Comprehensive Guide to Getting It Right Behind the Plate,55
3158,Catching Heat,The Jim Leyritz Story,244
3159,Catching-101,The Complete Guide for Baseball Catchers,164
3160,Caterpillar Seas,,288
3161,Catfish,The Three Million Dollar Pitcher,223
3162,"Catfish, Yaz, and Hammerin' Hank",The Unforgettable Era That Transformed Baseball,353
3163,Catskill Rivers,Birthplace of American Fly Fishing,280
3164,Caught Me A Big 'Un,Jimmy Houston's Bass Fishing Tips 'n' Tales,0
3165,Caught Out,Shocking Revelations of Corruption in International Cricket,290
3166,Caught Out,Shocking Revelations of Corruption in International Cricket,340
3167,Caught Up in the Drama,,240
3168,Cayman Islands Alive!,,302
3169,CBS Sports Presents Stories From the Final Four,,189
3170,"Ce petit, c'est un neuf dur","Dictionnaire absurde du Rugby ""La revanche""",0
3171,Ce soir on la met au fond,Dictionnaire absurde du football,0
3172,Celebrating Delhi,,208
3173,Celebration Capitalism and the Olympic Games,,184
3174,Celebrities' Favourite Football Teams,,121
3175,Celebrity Fish Talk,Tales of Fishing from an All-Star Cast,216
3176,Celery! Representing Chelsea in the 1980s,,857
3177,Celestial Navigation,The Essential Guide for Every Sailor - Learn How to Master One of the Oldest Mariner's Arts,80
3178,Celestial Navigation (For Tablet Devices),The Essential Guide for Every Sailor - Learn How to Master One of the Oldest Mariner's Arts,80
3179,Celestial Navigation for Yachtsmen,,112
3180,Celestial Navigation for Yachtsmen,,72
3181,Celestial Navigation in a Nutshell,,128
3182,Cellar Dwellers,The Worst Teams in Baseball History,192
3183,Celtic,A Biography in Nine Lives,288
3184,Celtic,A Biography in Nine Lives,256
3185,Celtic and Me,,288
3186,Celtic Cult Heroes,,280
3187,Celtic FC - the Ireland Connection,,224
3188,Celtic FC On This Day,"History, Facts & Figures from Every Day of the Year",144
3189,Celtic in the 1980s,The Lost Decade,62
3190,Celtic Soccer Crew,What the Hell Do We Care?,248
3191,Celtic the Supersonic 70s,,256
3192,Celtic: Pride and Passion,,0
3193,Celtic: The Awakening,From East End Misfits to European Masters,272
3194,Celts and Their Games and Pastimes,,210
3195,Center Field On Fire,"An Umpire's Life With Pine Tar Bats, Spitballs, and Corked Personalities",224
3196,Center Field Shot,A History of Baseball on Television,402
3197,Centered Riding 2,Further Exploration,272
3198,Central Florida,Larry Larsen's Guide to Bass Waters Book 2,192
3199,Cervino,Il pi?? nobile scoglio,251
3200,"ChÃ©ri(e), je pars faire une course",Dictionnaire absurde du footing et du marathon,0
3201,Chainbreaker Bike Book,A Rough Guide to Bicycle Maintenience,225
3202,Chalked Up,My Life in Gymnastics,320
3203,Challenge of the North Cascades,,292
3204,Challenge Workouts for Advanced Swimmers,,160
